parentMANR;childMANR;childAnrede;childTitel;childVorname;childNachname;childTitelLang;BAEH_Referenzwert;BAEH_Messwert;RgbColorCode;childHeader
62232;14568;Herr;TL;Vorname_851;Nachname_851;Teamleiter;38747;64760;0,90,50;Organisation von Teamleiter Nachname_851
86671;86696;Herr;TM;Vorname_852;Nachname_852;Teammanager;717341;509688;150,54,52;Organisation von Teammanager Nachname_852
79133;79815;Frau;BA;Vorname_853;Nachname_853;Beraterassistent;14668;3001;150,54,52;Organisation von Beraterassistent Nachname_853
97868;71202;Frau;FB;Vorname_854;Nachname_854;Finanzberater;85210;104888;0,90,50;Organisation von Finanzberater Nachname_854
74452;97868;Herr;TM;Vorname_855;Nachname_855;Teammanager;505088;209127;150,54,52;Organisation von Teammanager Nachname_855
79252;52498;Frau;BA;Vorname_856;Nachname_856;Beraterassistent;17474;15518;150,54,52;Organisation von Beraterassistent Nachname_856
95529;51012;Herr;TL;Vorname_857;Nachname_857;Teamleiter;118979;92340;150,54,52;Organisation von Teamleiter Nachname_857
10854;60722;Herr;FB;Vorname_858;Nachname_858;Finanzberater;35020;13810;150,54,52;Organisation von Finanzberater Nachname_858
65340;19184;Herr;FB;Vorname_859;Nachname_859;Finanzberater;61843;45833;150,54,52;Organisation von Finanzberater Nachname_859
36876;36925;Herr;FB;Vorname_860;Nachname_860;Finanzberater;32042;37279;0,90,50;Organisation von Finanzberater Nachname_860
45562;45488;Herr;FB;Vorname_861;Nachname_861;Finanzberater;49361;45441;150,54,52;Organisation von Finanzberater Nachname_861
12973;13214;Herr;FB;Vorname_862;Nachname_862;Finanzberater;61096;50378;150,54,52;Organisation von Finanzberater Nachname_862
90415;98980;Herr;TL;Vorname_863;Nachname_863;Teamleiter;159742;145797;150,54,52;Organisation von Teamleiter Nachname_863
36847;36986;Herr;FB;Vorname_864;Nachname_864;Finanzberater;7172;11002;0,90,50;Organisation von Finanzberater Nachname_864
43827;83189;Herr;TL;Vorname_865;Nachname_865;Teamleiter;40244;12907;150,54,52;Organisation von Teamleiter Nachname_865
80658;81219;Herr;FB;Vorname_866;Nachname_866;Finanzberater;6365;5405;150,54,52;Organisation von Finanzberater Nachname_866
17583;46380;Herr;FB;Vorname_867;Nachname_867;Finanzberater;398;862;0,90,50;Organisation von Finanzberater Nachname_867
46796;47305;Frau;FB;Vorname_868;Nachname_868;Finanzberater;112057;83780;150,54,52;Organisation von Finanzberater Nachname_868
62232;62676;Herr;FB;Vorname_869;Nachname_869;Finanzberater;101246;104273;0,90,50;Organisation von Finanzberater Nachname_869
20814;21082;Frau;FB;Vorname_870;Nachname_870;Finanzberater;34686;20799;150,54,52;Organisation von Finanzberater Nachname_870
72949;40571;Herr;TL;Vorname_871;Nachname_871;Teamleiter;144592;123715;150,54,52;Organisation von Teamleiter Nachname_871
1081;36649;Herr;TL;Vorname_872;Nachname_872;Teamleiter;179679;150489;150,54,52;Organisation von Teamleiter Nachname_872
95529;56758;Frau;FB;Vorname_873;Nachname_873;Finanzberater;1089;245;150,54,52;Organisation von Finanzberater Nachname_873
41596;65313;Herr;FB;Vorname_874;Nachname_874;Finanzberater;34;1744;0,90,50;Organisation von Finanzberater Nachname_874
43016;49603;Herr;FB;Vorname_875;Nachname_875;Finanzberater;57899;46507;150,54,52;Organisation von Finanzberater Nachname_875
45414;45831;Herr;FB;Vorname_876;Nachname_876;Finanzberater;101492;95404;150,54,52;Organisation von Finanzberater Nachname_876
51781;54600;Herr;FB;Vorname_877;Nachname_877;Finanzberater;50541;49206;150,54,52;Organisation von Finanzberater Nachname_877
81674;81841;Herr;IMM;Vorname_878;Nachname_878;Manager I&K;91675;69707;150,54,52;Organisation von Manager I&K Nachname_878
81674;93563;Frau;FB;Vorname_879;Nachname_879;Finanzberater;6374;4226;150,54,52;Organisation von Finanzberater Nachname_879
74000;73041;Herr;MG;Vorname_880;Nachname_880;Manager;991198;714747;150,54,52;Organisation von Manager Nachname_880
95488;95342;Frau;FB;Vorname_881;Nachname_881;Finanzberater;48166;44862;150,54,52;Organisation von Finanzberater Nachname_881
86671;77842;Herr;TL;Vorname_882;Nachname_882;Teamleiter;27508;29824;0,90,50;Organisation von Teamleiter Nachname_882
58397;58401;Herr;TL;Vorname_883;Nachname_883;Teamleiter;54439;43315;150,54,52;Organisation von Teamleiter Nachname_883
43916;41601;Herr;FB;Vorname_884;Nachname_884;Finanzberater;47128;29501;150,54,52;Organisation von Finanzberater Nachname_884
86696;86707;Frau;FINM;Vorname_885;Nachname_885;Finanzierungsmanager;101611;99155;150,54,52;Organisation von Finanzierungsmanager Nachname_885
37116;37115;Herr;IMM;Vorname_886;Nachname_886;Manager I&K;32858;34437;0,90,50;Organisation von Manager I&K Nachname_886
96991;83415;Herr;FB;Vorname_887;Nachname_887;Finanzberater;21327;42648;0,90,50;Organisation von Finanzberater Nachname_887
51802;22330;Herr;FT;Vorname_888;Nachname_888;Finanzberater Trainee;19425;8994;150,54,52;Organisation von Finanzberater Trainee Nachname_888
58398;58419;Frau;FB;Vorname_889;Nachname_889;Finanzberater;34687;24253;150,54,52;Organisation von Finanzberater Nachname_889
39219;38275;Frau;BA;Vorname_890;Nachname_890;Beraterassistent;4239;2094;150,54,52;Organisation von Beraterassistent Nachname_890
44631;39219;Herr;TL;Vorname_891;Nachname_891;Teamleiter;73918;64760;150,54,52;Organisation von Teamleiter Nachname_891
48352;48563;Herr;FB;Vorname_892;Nachname_892;Finanzberater;47925;27083;150,54,52;Organisation von Finanzberater Nachname_892
95349;63824;Herr;FB;Vorname_893;Nachname_893;Finanzberater;43761;34409;150,54,52;Organisation von Finanzberater Nachname_893
79287;52286;Herr;FB;Vorname_894;Nachname_894;Finanzberater;26298;47464;0,90,50;Organisation von Finanzberater Nachname_894
13315;13937;Herr;TL;Vorname_895;Nachname_895;Teamleiter;174672;199199;0,90,50;Organisation von Teamleiter Nachname_895
95529;51959;Herr;FB;Vorname_896;Nachname_896;Finanzberater;42755;16883;150,54,52;Organisation von Finanzberater Nachname_896
56383;56558;Herr;TL;Vorname_897;Nachname_897;Teamleiter;82411;134614;0,90,50;Organisation von Teamleiter Nachname_897
80668;94134;Herr;TL;Vorname_898;Nachname_898;Teamleiter;54297;13720;150,54,52;Organisation von Teamleiter Nachname_898
65842;79969;Herr;FB;Vorname_899;Nachname_899;Finanzberater;69750;62723;150,54,52;Organisation von Finanzberater Nachname_899
18006;51874;Herr;FB;Vorname_900;Nachname_900;Finanzberater;15821;9104;150,54,52;Organisation von Finanzberater Nachname_900
46341;51456;Herr;TL;Vorname_901;Nachname_901;Teamleiter;58461;92032;0,90,50;Organisation von Teamleiter Nachname_901
83468;79159;Herr;TL;Vorname_902;Nachname_902;Teamleiter;149112;128630;150,54,52;Organisation von Teamleiter Nachname_902
61637;36847;Herr;TL;Vorname_903;Nachname_903;Teamleiter;75547;142473;0,90,50;Organisation von Teamleiter Nachname_903
14446;15985;Herr;FB;Vorname_904;Nachname_904;Finanzberater;15297;14205;150,54,52;Organisation von Finanzberater Nachname_904
41477;42497;Herr;TL;Vorname_905;Nachname_905;Teamleiter;88875;62175;150,54,52;Organisation von Teamleiter Nachname_905
86671;86672;Herr;FB;Vorname_906;Nachname_906;Finanzberater;135798;101721;150,54,52;Organisation von Finanzberater Nachname_906
20989;67021;Herr;TL;Vorname_907;Nachname_907;Teamleiter;459438;274695;150,54,52;Organisation von Teamleiter Nachname_907
14066;64277;Frau;FB;Vorname_908;Nachname_908;Finanzberater;10445;9887;150,54,52;Organisation von Finanzberater Nachname_908
73001;60433;Herr;TL;Vorname_909;Nachname_909;Teamleiter;66171;63677;150,54,52;Organisation von Teamleiter Nachname_909
69137;74165;Herr;TL;Vorname_910;Nachname_910;Teamleiter;312701;122074;150,54,52;Organisation von Teamleiter Nachname_910
41596;49594;Herr;FB;Vorname_911;Nachname_911;Finanzberater;8193;3631;150,54,52;Organisation von Finanzberater Nachname_911
79381;79317;Herr;FB;Vorname_912;Nachname_912;Finanzberater;17939;14514;150,54,52;Organisation von Finanzberater Nachname_912
20814;20921;Herr;FB;Vorname_913;Nachname_913;Finanzberater;55609;46775;150,54,52;Organisation von Finanzberater Nachname_913
51529;52589;Herr;FT;Vorname_914;Nachname_914;Finanzberater Trainee;3304;73;150,54,52;Organisation von Finanzberater Trainee Nachname_914
10854;14023;Herr;FB;Vorname_915;Nachname_915;Finanzberater;12687;1004;150,54,52;Organisation von Finanzberater Nachname_915
37116;36651;Herr;TL;Vorname_916;Nachname_916;Teamleiter;154987;118434;150,54,52;Organisation von Teamleiter Nachname_916
95490;95247;Frau;FB;Vorname_917;Nachname_917;Finanzberater;29102;25093;150,54,52;Organisation von Finanzberater Nachname_917
62922;21866;Herr;FB;Vorname_918;Nachname_918;Finanzberater;53139;10401;150,54,52;Organisation von Finanzberater Nachname_918
37146;88120;Herr;FB;Vorname_919;Nachname_919;Finanzberater;12258;6323;150,54,52;Organisation von Finanzberater Nachname_919
42350;41276;Herr;FB;Vorname_920;Nachname_920;Finanzberater;115770;102317;150,54,52;Organisation von Finanzberater Nachname_920
81668;93928;Herr;TM;Vorname_921;Nachname_921;Teammanager;350779;216301;150,54,52;Organisation von Teammanager Nachname_921
13937;16636;Herr;FT;Vorname_922;Nachname_922;Finanzberater Trainee;9118;20437;0,90,50;Organisation von Finanzberater Trainee Nachname_922
79500;50232;Frau;FB;Vorname_923;Nachname_923;Finanzberater;52726;25571;150,54,52;Organisation von Finanzberater Nachname_923
17542;52464;Herr;FT;Vorname_924;Nachname_924;Finanzberater Trainee;1333;3;150,54,52;Organisation von Finanzberater Trainee Nachname_924
17542;52636;Herr;FT;Vorname_925;Nachname_925;Finanzberater Trainee;34420;16655;150,54,52;Organisation von Finanzberater Trainee Nachname_925
83273;16471;Frau;FB;Vorname_926;Nachname_926;Finanzberater;20004;4730;150,54,52;Organisation von Finanzberater Nachname_926
88455;79693;Herr;FT;Vorname_927;Nachname_927;Finanzberater Trainee;10980;5818;150,54,52;Organisation von Finanzberater Trainee Nachname_927
40571;52368;Herr;FT;Vorname_928;Nachname_928;Finanzberater Trainee;27891;13709;150,54,52;Organisation von Finanzberater Trainee Nachname_928
80210;85504;Frau;FB;Vorname_929;Nachname_929;Finanzberater;3212;2697;150,54,52;Organisation von Finanzberater Nachname_929
69138;79339;Herr;FB;Vorname_930;Nachname_930;Finanzberater;46090;32009;150,54,52;Organisation von Finanzberater Nachname_930
77778;57363;Herr;TL;Vorname_931;Nachname_931;Teamleiter;62584;48939;150,54,52;Organisation von Teamleiter Nachname_931
20989;21881;Herr;TL;Vorname_932;Nachname_932;Teamleiter;137604;132314;150,54,52;Organisation von Teamleiter Nachname_932
17542;47059;Herr;FB;Vorname_933;Nachname_933;Finanzberater;5931;1675;150,54,52;Organisation von Finanzberater Nachname_933
21536;22216;Herr;FB;Vorname_934;Nachname_934;Finanzberater;63351;62138;150,54,52;Organisation von Finanzberater Nachname_934
63097;62561;Herr;FB;Vorname_935;Nachname_935;Finanzberater;96488;82902;150,54,52;Organisation von Finanzberater Nachname_935
21536;22391;Herr;BAVM;Vorname_936;Nachname_936;Manager bAV;65849;49502;150,54,52;Organisation von Manager bAV Nachname_936
66823;95827;Herr;TL;Vorname_937;Nachname_937;Teamleiter;100028;58249;150,54,52;Organisation von Teamleiter Nachname_937
66823;83273;Herr;TL;Vorname_938;Nachname_938;Teamleiter;139732;129162;150,54,52;Organisation von Teamleiter Nachname_938
46341;50677;Herr;TL;Vorname_939;Nachname_939;Teamleiter;271579;259670;150,54,52;Organisation von Teamleiter Nachname_939
70159;70041;Herr;FB;Vorname_940;Nachname_940;Finanzberater;28916;30896;0,90,50;Organisation von Finanzberater Nachname_940
37422;66083;Herr;FB;Vorname_941;Nachname_941;Finanzberater;72710;39812;150,54,52;Organisation von Finanzberater Nachname_941
93786;57559;Herr;BA;Vorname_942;Nachname_942;Beraterassistent;165;176;0,90,50;Organisation von Beraterassistent Nachname_942
11204;91896;Frau;FB;Vorname_943;Nachname_943;Finanzberater;39559;24026;150,54,52;Organisation von Finanzberater Nachname_943
40870;36891;Herr;TL;Vorname_944;Nachname_944;Teamleiter;56870;78932;0,90,50;Organisation von Teamleiter Nachname_944
42121;43977;Herr;IMM;Vorname_945;Nachname_945;Manager I&K;59811;128803;0,90,50;Organisation von Manager I&K Nachname_945
77010;58290;Herr;BA;Vorname_946;Nachname_946;Beraterassistent;197;1333;0,90,50;Organisation von Beraterassistent Nachname_946
74360;69174;Herr;FB;Vorname_947;Nachname_947;Finanzberater;39596;43350;0,90,50;Organisation von Finanzberater Nachname_947
69140;72694;Herr;FB;Vorname_948;Nachname_948;Finanzberater;38663;41122;0,90,50;Organisation von Finanzberater Nachname_948
11045;13244;Herr;TL;Vorname_949;Nachname_949;Teamleiter;1043;368;150,54,52;Organisation von Teamleiter Nachname_949
36392;68685;Herr;FB;Vorname_950;Nachname_950;Finanzberater;169644;156501;150,54,52;Organisation von Finanzberater Nachname_950
79133;99469;Frau;FT;Vorname_951;Nachname_951;Finanzberater Trainee;145;539;0,90,50;Organisation von Finanzberater Trainee Nachname_951
74000;73001;Herr;MG;Vorname_952;Nachname_952;Manager;727678;521783;150,54,52;Organisation von Manager Nachname_952
73041;74582;Frau;FB;Vorname_953;Nachname_953;Finanzberater;30260;13243;150,54,52;Organisation von Finanzberater Nachname_953
40319;49946;Herr;FB;Vorname_954;Nachname_954;Finanzberater;19834;22454;0,90,50;Organisation von Finanzberater Nachname_954
51822;51819;Herr;FB;Vorname_955;Nachname_955;Finanzberater;239527;131961;150,54,52;Organisation von Finanzberater Nachname_955
86522;78354;Herr;FB;Vorname_956;Nachname_956;Finanzberater;39393;27506;150,54,52;Organisation von Finanzberater Nachname_956
47182;50790;Frau;FB;Vorname_957;Nachname_957;Finanzberater;24801;30674;0,90,50;Organisation von Finanzberater Nachname_957
20814;22419;Frau;BA;Vorname_958;Nachname_958;Beraterassistent;1173;1289;0,90,50;Organisation von Beraterassistent Nachname_958
60071;30221;Herr;FB;Vorname_959;Nachname_959;Finanzberater;124357;75766;150,54,52;Organisation von Finanzberater Nachname_959
15105;15284;Frau;FT;Vorname_960;Nachname_960;Finanzberater Trainee;35203;19356;150,54,52;Organisation von Finanzberater Trainee Nachname_960
83778;57632;Frau;FT;Vorname_961;Nachname_961;Finanzberater Trainee;17190;6620;150,54,52;Organisation von Finanzberater Trainee Nachname_961
86681;86522;Herr;TL;Vorname_962;Nachname_962;Teamleiter;248179;272445;0,90,50;Organisation von Teamleiter Nachname_962
86696;86701;Herr;TL;Vorname_963;Nachname_963;Teamleiter;24604;27805;0,90,50;Organisation von Teamleiter Nachname_963
16086;16159;Herr;FB;Vorname_964;Nachname_964;Finanzberater;12752;24002;0,90,50;Organisation von Finanzberater Nachname_964
95349;55614;Herr;FB;Vorname_965;Nachname_965;Finanzberater;56831;44744;150,54,52;Organisation von Finanzberater Nachname_965
80207;96439;Herr;TL;Vorname_966;Nachname_966;Teamleiter;79850;78984;150,54,52;Organisation von Teamleiter Nachname_966
65340;60833;Herr;FB;Vorname_967;Nachname_967;Finanzberater;10611;27880;0,90,50;Organisation von Finanzberater Nachname_967
73001;75917;Herr;TL;Vorname_968;Nachname_968;Teamleiter;96801;108985;0,90,50;Organisation von Teamleiter Nachname_968
15360;15275;Herr;FB;Vorname_969;Nachname_969;Finanzberater;53235;35521;150,54,52;Organisation von Finanzberater Nachname_969
16092;21335;Herr;FB;Vorname_970;Nachname_970;Finanzberater;22199;28265;0,90,50;Organisation von Finanzberater Nachname_970
42121;43916;Herr;TL;Vorname_971;Nachname_971;Teamleiter;85822;60388;150,54,52;Organisation von Teamleiter Nachname_971
20989;63059;Herr;TL;Vorname_972;Nachname_972;Teamleiter;91440;66389;150,54,52;Organisation von Teamleiter Nachname_972
17795;47017;Herr;FB;Vorname_973;Nachname_973;Finanzberater;55772;32132;150,54,52;Organisation von Finanzberater Nachname_973
37101;37174;Herr;FB;Vorname_974;Nachname_974;Finanzberater;248;125;150,54,52;Organisation von Finanzberater Nachname_974
36847;36958;Herr;FB;Vorname_975;Nachname_975;Finanzberater;10004;11504;0,90,50;Organisation von Finanzberater Nachname_975
35823;36695;Herr;BA;Vorname_976;Nachname_976;Beraterassistent;522;76;150,54,52;Organisation von Beraterassistent Nachname_976
15105;16086;Herr;TL;Vorname_977;Nachname_977;Teamleiter;54535;70816;0,90,50;Organisation von Teamleiter Nachname_977
40319;49149;Herr;FB;Vorname_978;Nachname_978;Finanzberater;27606;42709;0,90,50;Organisation von Finanzberater Nachname_978
49049;51400;Herr;TL;Vorname_979;Nachname_979;Teamleiter;88941;121188;0,90,50;Organisation von Teamleiter Nachname_979
51781;95580;Herr;BAVM;Vorname_980;Nachname_980;Manager bAV;87675;124697;0,90,50;Organisation von Manager bAV Nachname_980
13254;78303;Herr;FB;Vorname_981;Nachname_981;Finanzberater;3749;225;150,54,52;Organisation von Finanzberater Nachname_981
83468;57435;Herr;FT;Vorname_982;Nachname_982;Finanzberater Trainee;8676;1145;150,54,52;Organisation von Finanzberater Trainee Nachname_982
88455;63422;Herr;TM;Vorname_983;Nachname_983;Teammanager;323071;284194;150,54,52;Organisation von Teammanager Nachname_983
40662;19743;Herr;FB;Vorname_984;Nachname_984;Finanzberater;21675;28489;0,90,50;Organisation von Finanzberater Nachname_984
18006;18396;Herr;FB;Vorname_985;Nachname_985;Finanzberater;23808;17266;150,54,52;Organisation von Finanzberater Nachname_985
63736;64886;Frau;FB;Vorname_986;Nachname_986;Finanzberater;2517;1049;150,54,52;Organisation von Finanzberater Nachname_986
79073;79814;Herr;FB;Vorname_987;Nachname_987;Finanzberater;22663;9568;150,54,52;Organisation von Finanzberater Nachname_987
41477;17665;Herr;FB;Vorname_988;Nachname_988;Finanzberater;37076;41850;0,90,50;Organisation von Finanzberater Nachname_988
20862;22354;Frau;BA;Vorname_989;Nachname_989;Beraterassistent;9760;12273;0,90,50;Organisation von Beraterassistent Nachname_989
15045;13175;Herr;FB;Vorname_990;Nachname_990;Finanzberater;34738;1729;150,54,52;Organisation von Finanzberater Nachname_990
36651;36755;Herr;FB;Vorname_991;Nachname_991;Finanzberater;14800;6716;150,54,52;Organisation von Finanzberater Nachname_991
35151;37146;Herr;TM;Vorname_992;Nachname_992;Teammanager;348968;237604;150,54,52;Organisation von Teammanager Nachname_992
70173;14028;Herr;TL;Vorname_993;Nachname_993;Teamleiter;24744;43841;0,90,50;Organisation von Teamleiter Nachname_993
86603;86639;Herr;FB;Vorname_994;Nachname_994;Finanzberater;11885;6814;150,54,52;Organisation von Finanzberater Nachname_994
14028;13978;Herr;FB;Vorname_995;Nachname_995;Finanzberater;42545;30405;150,54,52;Organisation von Finanzberater Nachname_995
96991;85880;Frau;FB;Vorname_996;Nachname_996;Finanzberater;45490;39204;150,54,52;Organisation von Finanzberater Nachname_996
56445;56485;Herr;FB;Vorname_997;Nachname_997;Finanzberater;58334;42829;150,54,52;Organisation von Finanzberater Nachname_997
61818;13386;Herr;FB;Vorname_998;Nachname_998;Finanzberater;68424;73149;0,90,50;Organisation von Finanzberater Nachname_998
48095;48472;Herr;FINM;Vorname_999;Nachname_999;Finanzierungsmanager;99523;88381;150,54,52;Organisation von Finanzierungsmanager Nachname_999
20848;20919;Herr;FB;Vorname_1000;Nachname_1000;Finanzberater;60380;42344;150,54,52;Organisation von Finanzberater Nachname_1000
51802;20987;Herr;FB;Vorname_1001;Nachname_1001;Finanzberater;46986;42281;150,54,52;Organisation von Finanzberater Nachname_1001
94049;60812;Herr;FB;Vorname_1002;Nachname_1002;Finanzberater;44950;37624;150,54,52;Organisation von Finanzberater Nachname_1002
40237;16865;Herr;BAA;Vorname_1003;Nachname_1003;Beraterassistent in Ausbildung;4127;5809;0,90,50;Organisation von Beraterassistent in Ausbildung Nachname_1003
21580;51802;Herr;TM;Vorname_1004;Nachname_1004;Teammanager;677535;582134;150,54,52;Organisation von Teammanager Nachname_1004
36899;36971;Herr;FB;Vorname_1005;Nachname_1005;Finanzberater;4936;5637;0,90,50;Organisation von Finanzberater Nachname_1005
63422;79510;Herr;FB;Vorname_1006;Nachname_1006;Finanzberater;75420;70204;150,54,52;Organisation von Finanzberater Nachname_1006
79342;79349;Frau;FB;Vorname_1007;Nachname_1007;Finanzberater;9901;6033;150,54,52;Organisation von Finanzberater Nachname_1007
66893;14439;Frau;TL;Vorname_1008;Nachname_1008;Teamleiter;146615;113278;150,54,52;Organisation von Teamleiter Nachname_1008
43827;19196;Herr;TM;Vorname_1009;Nachname_1009;Teammanager;418618;173672;150,54,52;Organisation von Teammanager Nachname_1009
51781;51944;Herr;TL;Vorname_1010;Nachname_1010;Teamleiter;47084;32492;150,54,52;Organisation von Teamleiter Nachname_1010
42187;17508;Herr;FB;Vorname_1011;Nachname_1011;Finanzberater;95694;77519;150,54,52;Organisation von Finanzberater Nachname_1011
56383;50267;Herr;FB;Vorname_1012;Nachname_1012;Finanzberater;70696;66438;150,54,52;Organisation von Finanzberater Nachname_1012
80326;67947;Frau;FB;Vorname_1013;Nachname_1013;Finanzberater;26316;18334;150,54,52;Organisation von Finanzberater Nachname_1013
72299;40192;Herr;TL;Vorname_1014;Nachname_1014;Teamleiter;400511;441648;0,90,50;Organisation von Teamleiter Nachname_1014
83401;94582;Herr;TL;Vorname_1015;Nachname_1015;Teamleiter;89567;26583;150,54,52;Organisation von Teamleiter Nachname_1015
92164;65842;Herr;TL;Vorname_1016;Nachname_1016;Teamleiter;191234;169461;150,54,52;Organisation von Teamleiter Nachname_1016
15105;15360;Herr;TM;Vorname_1017;Nachname_1017;Teammanager;312825;255844;150,54,52;Organisation von Teammanager Nachname_1017
63051;22439;Herr;FT;Vorname_1018;Nachname_1018;Finanzberater Trainee;588;1593;0,90,50;Organisation von Finanzberater Trainee Nachname_1018
52399;52518;Herr;FB;Vorname_1019;Nachname_1019;Finanzberater;30622;22090;150,54,52;Organisation von Finanzberater Nachname_1019
52399;52503;Frau;BA;Vorname_1020;Nachname_1020;Beraterassistent;864;209;150,54,52;Organisation von Beraterassistent Nachname_1020
93928;67316;Herr;FB;Vorname_1021;Nachname_1021;Finanzberater;44278;25146;150,54,52;Organisation von Finanzberater Nachname_1021
42036;16867;Herr;FT;Vorname_1022;Nachname_1022;Finanzberater Trainee;3941;2506;150,54,52;Organisation von Finanzberater Trainee Nachname_1022
45856;36876;Herr;TL;Vorname_1023;Nachname_1023;Teamleiter;78316;77921;150,54,52;Organisation von Teamleiter Nachname_1023
35823;30341;Herr;TL;Vorname_1024;Nachname_1024;Teamleiter;220973;138482;150,54,52;Organisation von Teamleiter Nachname_1024
81710;98863;Frau;FB;Vorname_1025;Nachname_1025;Finanzberater;28597;11755;150,54,52;Organisation von Finanzberater Nachname_1025
62539;62718;Herr;TL;Vorname_1026;Nachname_1026;Teamleiter;130084;127261;150,54,52;Organisation von Teamleiter Nachname_1026
75249;76626;Herr;BA;Vorname_1027;Nachname_1027;Beraterassistent;556;1;150,54,52;Organisation von Beraterassistent Nachname_1027
42036;19484;Herr;FINM;Vorname_1028;Nachname_1028;Finanzierungsmanager;94933;89930;150,54,52;Organisation von Finanzierungsmanager Nachname_1028
86603;86741;Herr;FB;Vorname_1029;Nachname_1029;Finanzberater;28345;21568;150,54,52;Organisation von Finanzberater Nachname_1029
71780;68291;Frau;FB;Vorname_1030;Nachname_1030;Finanzberater;22698;36812;0,90,50;Organisation von Finanzberater Nachname_1030
92164;79992;Herr;TL;Vorname_1031;Nachname_1031;Teamleiter;87711;109965;0,90,50;Organisation von Teamleiter Nachname_1031
62952;22293;Herr;FB;Vorname_1032;Nachname_1032;Finanzberater;57330;69251;0,90,50;Organisation von Finanzberater Nachname_1032
86603;77938;Herr;FB;Vorname_1033;Nachname_1033;Finanzberater;24780;29543;0,90,50;Organisation von Finanzberater Nachname_1033
43023;13813;Herr;FB;Vorname_1034;Nachname_1034;Finanzberater;14452;886;150,54,52;Organisation von Finanzberater Nachname_1034
51821;51822;Herr;TM;Vorname_1035;Nachname_1035;Teammanager;522945;447942;150,54,52;Organisation von Teammanager Nachname_1035
41944;46965;Frau;FB;Vorname_1036;Nachname_1036;Finanzberater;53325;52090;150,54,52;Organisation von Finanzberater Nachname_1036
17542;52146;Herr;TL;Vorname_1037;Nachname_1037;Teamleiter;56774;63747;0,90,50;Organisation von Teamleiter Nachname_1037
98980;16561;Herr;BA;Vorname_1038;Nachname_1038;Beraterassistent;5104;666;150,54,52;Organisation von Beraterassistent Nachname_1038
75558;75511;Herr;FB;Vorname_1039;Nachname_1039;Finanzberater;103889;68151;150,54,52;Organisation von Finanzberater Nachname_1039
56445;50277;Herr;TL;Vorname_1040;Nachname_1040;Teamleiter;65510;47208;150,54,52;Organisation von Teamleiter Nachname_1040
50518;52217;Frau;FB;Vorname_1041;Nachname_1041;Finanzberater;19430;11020;150,54,52;Organisation von Finanzberater Nachname_1041
49998;83311;Frau;FB;Vorname_1042;Nachname_1042;Finanzberater;39831;25878;150,54,52;Organisation von Finanzberater Nachname_1042
95488;55692;Frau;FB;Vorname_1043;Nachname_1043;Finanzberater;20465;20707;0,90,50;Organisation von Finanzberater Nachname_1043
72299;72949;Herr;MG;Vorname_1044;Nachname_1044;Manager;1680102;1393958;150,54,52;Organisation von Manager Nachname_1044
80668;67746;Herr;FB;Vorname_1045;Nachname_1045;Finanzberater;41883;31955;150,54,52;Organisation von Finanzberater Nachname_1045
95933;83469;Herr;FB;Vorname_1046;Nachname_1046;Finanzberater;34184;32118;150,54,52;Organisation von Finanzberater Nachname_1046
74360;74462;Herr;FB;Vorname_1047;Nachname_1047;Finanzberater;22960;5123;150,54,52;Organisation von Finanzberater Nachname_1047
79208;40465;Herr;TL;Vorname_1048;Nachname_1048;Teamleiter;106264;107808;0,90,50;Organisation von Teamleiter Nachname_1048
92164;79970;Herr;TL;Vorname_1049;Nachname_1049;Teamleiter;100910;119630;0,90,50;Organisation von Teamleiter Nachname_1049
42350;49998;Herr;TL;Vorname_1050;Nachname_1050;Teamleiter;236985;132745;150,54,52;Organisation von Teamleiter Nachname_1050
43827;83292;Frau;TL;Vorname_1051;Nachname_1051;Teamleiter;33947;29756;150,54,52;Organisation von Teamleiter Nachname_1051
62368;13326;Herr;FB;Vorname_1052;Nachname_1052;Finanzberater;29043;32832;0,90,50;Organisation von Finanzberater Nachname_1052
17837;51582;Frau;FB;Vorname_1053;Nachname_1053;Finanzberater;76618;87670;0,90,50;Organisation von Finanzberater Nachname_1053
66850;66830;Herr;FB;Vorname_1054;Nachname_1054;Finanzberater;5299;9191;0,90,50;Organisation von Finanzberater Nachname_1054
70159;70942;Herr;FB;Vorname_1055;Nachname_1055;Finanzberater;19314;18323;150,54,52;Organisation von Finanzberater Nachname_1055
31813;31828;Herr;FB;Vorname_1056;Nachname_1056;Finanzberater;6508;2863;150,54,52;Organisation von Finanzberater Nachname_1056
80210;92164;Herr;MG;Vorname_1057;Nachname_1057;Manager;1456102;1264209;150,54,52;Organisation von Manager Nachname_1057
79252;52288;Herr;BA;Vorname_1058;Nachname_1058;Beraterassistent;356;166;150,54,52;Organisation von Beraterassistent Nachname_1058
72299;79203;Herr;FT;Vorname_1059;Nachname_1059;Finanzberater Trainee;35709;2;150,54,52;Organisation von Finanzberater Trainee Nachname_1059
14066;14792;Herr;FB;Vorname_1060;Nachname_1060;Finanzberater;4622;5961;0,90,50;Organisation von Finanzberater Nachname_1060
40192;52099;Herr;FB;Vorname_1061;Nachname_1061;Finanzberater;64710;66067;0,90,50;Organisation von Finanzberater Nachname_1061
46655;40536;Herr;FB;Vorname_1062;Nachname_1062;Finanzberater;85010;68326;150,54,52;Organisation von Finanzberater Nachname_1062
